PREDICTED,SCORE,DOCUMENT_ID,SENTENCE
10.0,9.0,34146830,fast and friendly service
10.0,10.0,34146834,i recieved my funds quickly it was an easy application
10.0,10.0,34146835,it was approved and funds distributed immediately
10.0,10.0,34146849,very easy online process
8.0,9.0,34146850,however i am still waiting for the funding i think it may have gone to the wrong account everyone i have spoken to has been helping and friendly
10.0,10.0,34146863,to hopefully improve my credit
10.0,10.0,34146869,easy in getting loan
10.0,10.0,34146871,the interest rates were great compared to other sites i compared fast friendly and easy
10.0,8.0,34146872,x
10.0,10.0,34146873,the loans i have received have been quick and easy and i see the money in my account fast and when i need it i have had a best egg loan for over two years now i have had zero issues
10.0,10.0,34146890,excellent service
10.0,10.0,34146891,i feel confident i am secure
10.0,10.0,34146892,lower interest
10.0,10.0,34146893,a very easy way to reduce interest rates to get out of debt no pressure easy straightforward process
10.0,9.0,34146912,just so they have them ready easy process let people know what forms are needed to apply
10.0,8.0,34146913,my payments are made on time i use autopay good credit rating and i met the financial requirement for my loan
8.0,9.0,34146914,fairly easy application process but somewhat unclear of where to find terms and fine print
10.0,10.0,34146926,i was given multiple loan offers to choose from the service was quick and simple to understand
10.0,10.0,34146929,easy application process and received my loan within a couple days of approval
10.0,10.0,34146932,ease of process and quick plus even got a lower rate
10.0,10.0,34146933,ease and great customer service
10.0,10.0,34146934,fast decision and funds access
10.0,10.0,34146935,you get the loan money really soon with no papers to fill out very easy and convenient
10.0,10.0,34146937,the entire process took less than  minutes and i was approved  the money was sent to my bank acct the next day it could not have gone better for me
10.0,10.0,34146939,easy to request funds quick disbursement
10.0,9.0,34146941,not a bunch of paper work so fax or send out very easy simple form quick fast loanthis is my second loan though you
10.0,10.0,34146954,it was fast and easy
10.0,10.0,34146955,it all happened online with few delays
10.0,10.0,34146957,my situation was taken care of with no hassle
10.0,10.0,34146958,ease of getting the loan
10.0,10.0,34146959,this was so easy to apply and get the loan within  days
10.0,10.0,34146973,not complicated at all it was a very easy process quick response
10.0,10.0,34146974,the process was fast and easy
10.0,10.0,34146975,got what i was looking for in a timely manner
10.0,10.0,34146993,the process was very easy and very fast
10.0,10.0,34146997,gives you good credit
10.0,10.0,34147008,excellent service simply process approved with money deposited in my account within  days
10.0,10.0,34147011,the application process was easy and very transparent you are given options that are tailored to your unique financial needs there were no surprises
10.0,10.0,34147017,ease and speed of receiving money
10.0,10.0,34147020,the most important reason for my score is the speed with which best egg responded to and funded my loan request
10.0,10.0,34147038,quick and easy process
10.0,10.0,34147042,so easy and quick
10.0,10.0,34147043,easy to apply and get answers
10.0,10.0,34147062,easy application form fast deposit to my account and best interest rate i found
10.0,10.0,34147064,you were very nice and helpful did not take long to get the loan and i am very please with your service
10.0,8.0,34147065,you have helped in bad situations
10.0,10.0,34147078,the entire process was efficient and upfront
10.0,10.0,34147079,ease of use fast easy
10.0,10.0,34147081,such a quick easy process
8.0,5.0,34147105,no one told me that i had to pay for processing
10.0,10.0,34147107,you were fast and rates were ok also
10.0,10.0,34147108,ease and quickness to acquire a loan
10.0,10.0,34147110,it was an easy painless process and fast too 
10.0,10.0,34147123,it was a simple application process and quick
10.0,10.0,34147124,fast and easy
10.0,10.0,34147125,customer service rate speed to fund
10.0,8.0,34147143,they gave me the best rate out of everyone
8.0,6.0,34147146,i understand the charge but still a little bit steep hefty finance charge
10.0,10.0,34147151,the response was very fast it was easy to apply
10.0,10.0,34147152,easy process
10.0,10.0,34147153,i am berry happy for your help you have great service my score for your guayi  thanks
10.0,10.0,34147173,speed of process
10.0,10.0,34147175,when i spoke with your representative he went above in trying to assist me in getting the proper paper work uploaded
10.0,10.0,34147189,professional agents quick processing
10.0,10.0,34147190,very fair process excellent rates low origination fee outstanding customer support quick approval cutting edge online portal
10.0,10.0,34147192,very easy to get what i needed
10.0,10.0,34147209,ease of process and quick turn around of cash to account
10.0,10.0,34147210,i was accepted
10.0,10.0,34147211,easy and fast service
10.0,10.0,34147225,easy and fast
10.0,10.0,34147228,fast funding thank you best egg this was a quick and easy way to get a personal loan good options no brain damage
10.0,10.0,34147231,fast and quick reply
10.0,10.0,34147232,easy fast confident
10.0,10.0,34147234,funds were delivered quickly i did not have to be afraid of negative impact on my credit just from applying the process was simple i have already recommended best egg to a friend
10.0,10.0,34147251,it was quick and easy
10.0,9.0,34147253,it was easy and fast
10.0,10.0,34147274,quick and easy
10.0,8.0,34147275,simple and convienent
10.0,10.0,34147276,to maintain good credit
10.0,9.0,34147277,how easy and quick it was
10.0,10.0,34147279,that is why i would recommend best egg the fact that it was a wonderful experience the whole process
10.0,10.0,34147281,fast and easy
10.0,9.0,34147294,ease of application
10.0,9.0,34147295,quick and easy service
10.0,10.0,34147296,they were easy to work with and they try to help you in any way they can
10.0,8.0,34147314,timely manner to complete form to when the money arrived
10.0,10.0,34147315,fast processing
10.0,10.0,34147335,best egg is truly the best so quick easy and completely painless as well as fast thank you
10.0,10.0,34147337,how easy the process was
10.0,9.0,34147338,speed and how easy it is
10.0,10.0,34147349,convenient and rapid
10.0,10.0,34147354,easy forms to fill out  and very quick response and money goes into account very quickly site is easy to navigate
10.0,10.0,34147356,the process very simple and the turn around time of getting the funds was within  day just amazed at how simple it was
10.0,10.0,34147365,ease of applying
10.0,10.0,34147366,and i would love to let anyone know to apply for this loan hello i am graceful that you guys help me out
10.0,10.0,34147371,convenience
10.0,10.0,34147372,easy and reliablesafe
